area_code,area,year,population,land_co2,agri_ch4,agri_n2o,agri_co2,production,harvest,yield
35,Cabo Verde,2099,716.658,,,,,,,
35,Cabo Verde,2100,714.086,,,,,,,
36,Cayman Islands,1950,6.417,,,,,,,
36,Cayman Islands,1951,6.271,,,,,,,
36,Cayman Islands,1952,6.245,,,,,,,
36,Cayman Islands,1953,6.318,,,,,,,
36,Cayman Islands,1954,6.467,,,,,,,
36,Cayman Islands,1955,6.677,,,,,,,
36,Cayman Islands,1956,6.92,,,,,,,
36,Cayman Islands,1957,7.181,,,,,,,
36,Cayman Islands,1958,7.432,,,,,,,
36,Cayman Islands,1959,7.67,,,,,,,
36,Cayman Islands,1960,7.865,,,,,,,
36,Cayman Islands,1961,8.026,,,,,,,
36,Cayman Islands,1962,8.146,,,,,,,
36,Cayman Islands,1963,8.227,,,,,,,
36,Cayman Islands,1964,8.298,,,,,,,
36,Cayman Islands,1965,8.369,,,,,,,
36,Cayman Islands,1966,8.441,,0.3936,0.011,13.3034,1167.0,28.0,2748220.0
36,Cayman Islands,1967,8.521,,0.4,0.011,13.5225,1189.0,28.0,2804330.0
36,Cayman Islands,1968,8.631,,0.4068,0.0112,13.7445,1190.0,28.0,2804330.0
36,Cayman Islands,1969,8.827,,0.414,0.0114,13.9851,1215.0,28.0,2872670.0
36,Cayman Islands,1970,9.144,,0.426,0.0118,14.3835,1222.0,28.0,2894890.0
36,Cayman Islands,1971,9.581,,0.4382,0.0121,14.7958,1223.0,28.0,2903220.0
36,Cayman Islands,1972,10.136,,0.4486,0.0123,15.1125,1237.0,26.0,2955830.0
36,Cayman Islands,1973,10.784,,0.4618,0.0126,15.5522,1246.0,28.0,2952780.0
36,Cayman Islands,1974,11.498,,0.4874,0.0133,16.4063,1195.0,28.0,2822780.0
36,Cayman Islands,1975,12.244,,0.4982,0.0139,16.8166,1244.0,28.0,2956110.0
36,Cayman Islands,1976,13.022,,0.5246,0.0148,17.8553,1258.0,28.0,2978890.0
36,Cayman Islands,1977,13.841,,0.5466,0.0158,18.7131,1272.0,30.0,3008500.0
36,Cayman Islands,1978,14.661,,0.5602,0.016,19.0767,1256.0,30.0,2222500.0
36,Cayman Islands,1979,15.444,,0.5669,0.0161,19.2946,1278.0,32.0,1814170.0
36,Cayman Islands,1980,16.162,,0.5914,0.0166,20.0373,1402.0,36.0,1550000.0
36,Cayman Islands,1981,16.789,,0.6158,0.0172,20.8264,1310.0,34.0,1501190.0
36,Cayman Islands,1982,17.356,,0.6252,0.0174,21.182,1364.0,36.0,1397500.0
36,Cayman Islands,1983,17.906,,0.9542,0.026,32.07,1614.0,42.0,1340240.0
36,Cayman Islands,1984,18.543,,0.2482,0.0072,8.5638,1347.0,42.0,1113670.0
36,Cayman Islands,1985,19.313,,0.2468,0.0075,8.5917,1379.0,46.0,1022510.0
36,Cayman Islands,1986,20.251,,0.2601,0.0078,9.0379,1014.0,48.0,892429.0
36,Cayman Islands,1987,21.339,,0.2402,0.0072,8.3522,1271.0,114.0,605367.0
36,Cayman Islands,1988,22.538,,0.2044,0.006,7.0815,673.0,38.0,806904.0
36,Cayman Islands,1989,23.776,,0.1912,0.0057,6.6081,1190.0,122.0,811586.0
36,Cayman Islands,1990,25.01,-73.3036,0.2357,0.0065,7.9746,793.0,148.0,644611.0
36,Cayman Islands,1991,26.213,-73.3036,0.1824,0.0055,6.3008,1014.0,322.0,586112.0
36,Cayman Islands,1992,27.404,-73.3036,0.1696,0.005,5.8638,1236.0,376.0,670834.0
36,Cayman Islands,1993,28.646,-73.3036,0.1613,0.0048,5.5596,1102.0,306.0,635510.0
36,Cayman Islands,1994,30.055,-73.3036,0.2118,0.0064,7.3371,1023.0,308.0,392296.0
36,Cayman Islands,1995,31.672,-73.3036,0.217,0.0065,7.5258,1029.0,312.0,426533.0
36,Cayman Islands,1996,33.536,-73.3334,0.2186,0.0067,7.6001,898.0,290.0,415722.0
36,Cayman Islands,1997,35.597,-73.3334,0.219,0.0067,7.6576,856.0,308.0,401952.0
36,Cayman Islands,1998,37.74,-73.3334,0.233,0.0072,8.155,975.0,326.0,480094.0
36,Cayman Islands,1999,39.808,-73.3334,0.2348,0.0072,8.2238,929.0,326.0,435945.0
36,Cayman Islands,2000,41.687,-73.3334,0.2365,0.0073,8.3402,931.0,342.0,379990.0
36,Cayman Islands,2001,43.316,0.4754,0.2434,0.0075,8.5869,949.0,358.0,388362.0
36,Cayman Islands,2002,44.738,-73.3334,0.2452,0.0079,8.7054,951.0,368.0,384824.0
36,Cayman Islands,2003,46.028,-73.3334,0.2526,0.0081,8.9662,950.0,381.0,376210.0
36,Cayman Islands,2004,47.299,0.0,0.2542,0.0082,9.0792,923.0,384.0,358154.0
36,Cayman Islands,2005,48.622,-73.3334,0.2547,0.0082,9.1028,947.0,398.0,357100.0
36,Cayman Islands,2006,50.031,220.0,0.2598,0.0085,9.3074,957.0,412.0,344142.0
36,Cayman Islands,2007,51.483,293.333,0.3076,0.0099,10.988,967.0,428.0,340838.0
36,Cayman Islands,2008,52.926,220.0,0.3381,0.0108,12.0088,976.0,446.0,334853.0
36,Cayman Islands,2009,54.279,220.0,0.2822,0.0094,10.2099,973.0,462.0,326656.0
36,Cayman Islands,2010,55.507,293.333,0.2748,0.0092,9.9523,931.0,435.0,327404.0
36,Cayman Islands,2011,56.579,0.0,0.2728,0.0092,9.8797,965.0,500.0,324925.0
36,Cayman Islands,2012,57.523,0.0,0.2684,0.009,9.7314,987.0,564.0,317222.0
36,Cayman Islands,2013,58.371,0.0,0.2684,0.009,9.7294,998.0,571.0,311870.0
36,Cayman Islands,2014,59.172,73.3334,0.2744,0.0091,9.9294,995.0,583.0,305882.0
36,Cayman Islands,2015,59.963,0.0,0.2829,0.0096,10.2474,972.0,619.0,297723.0
36,Cayman Islands,2016,60.765,0.0,0.2922,0.0099,10.6231,970.0,653.0,296760.0
36,Cayman Islands,2017,61.559,,0.2916,0.01,10.6079,977.0,697.0,296061.0
36,Cayman Islands,2018,62.348,,,,,,,
36,Cayman Islands,2019,63.129,,,,,,,
36,Cayman Islands,2020,63.89,,,,,,,
36,Cayman Islands,2021,64.643,,,,,,,
36,Cayman Islands,2022,65.393,,,,,,,
36,Cayman Islands,2023,66.135,,,,,,,
36,Cayman Islands,2024,66.872,,,,,,,
36,Cayman Islands,2025,67.599,,,,,,,
36,Cayman Islands,2026,68.311,,,,,,,
36,Cayman Islands,2027,69.014,,,,,,,
36,Cayman Islands,2028,69.703,,,,,,,
36,Cayman Islands,2029,70.384,,,,,,,
36,Cayman Islands,2030,71.059,,0.3364,0.01,11.6924,,,
36,Cayman Islands,2031,71.713,,,,,,,
36,Cayman Islands,2032,72.355,,,,,,,
36,Cayman Islands,2033,72.987,,,,,,,
36,Cayman Islands,2034,73.607,,,,,,,
36,Cayman Islands,2035,74.215,,,,,,,
36,Cayman Islands,2036,74.804,,,,,,,
36,Cayman Islands,2037,75.373,,,,,,,
36,Cayman Islands,2038,75.939,,,,,,,
36,Cayman Islands,2039,76.48,,,,,,,
36,Cayman Islands,2040,77.006,,,,,,,
36,Cayman Islands,2041,77.51,,,,,,,
36,Cayman Islands,2042,78.009,,,,,,,
36,Cayman Islands,2043,78.491,,,,,,,
36,Cayman Islands,2044,78.956,,,,,,,
36,Cayman Islands,2045,79.401,,,,,,,
36,Cayman Islands,2046,79.842,,,,,,,
36,Cayman Islands,2047,80.27,,,,,,,
36,Cayman Islands,2048,80.689,,,,,,,
36,Cayman Islands,2049,81.097,,,,,,,
36,Cayman Islands,2050,81.488,,0.388,0.0117,13.4871,,,
36,Cayman Islands,2051,81.875,,,,,,,
36,Cayman Islands,2052,82.25,,,,,,,
36,Cayman Islands,2053,82.617,,,,,,,
36,Cayman Islands,2054,82.988,,,,,,,
36,Cayman Islands,2055,83.351,,,,,,,
36,Cayman Islands,2056,83.716,,,,,,,
36,Cayman Islands,2057,84.083,,,,,,,
36,Cayman Islands,2058,84.456,,,,,,,
36,Cayman Islands,2059,84.83,,,,,,,
36,Cayman Islands,2060,85.209,,,,,,,
36,Cayman Islands,2061,85.596,,,,,,,
36,Cayman Islands,2062,85.987,,,,,,,
36,Cayman Islands,2063,86.385,,,,,,,
36,Cayman Islands,2064,86.785,,,,,,,
36,Cayman Islands,2065,87.195,,,,,,,
36,Cayman Islands,2066,87.615,,,,,,,
36,Cayman Islands,2067,88.037,,,,,,,
36,Cayman Islands,2068,88.465,,,,,,,
36,Cayman Islands,2069,88.897,,,,,,,
36,Cayman Islands,2070,89.319,,,,,,,
36,Cayman Islands,2071,89.742,,,,,,,
36,Cayman Islands,2072,90.171,,,,,,,
36,Cayman Islands,2073,90.592,,,,,,,
36,Cayman Islands,2074,91.009,,,,,,,
36,Cayman Islands,2075,91.418,,,,,,,
36,Cayman Islands,2076,91.825,,,,,,,
36,Cayman Islands,2077,92.224,,,,,,,
36,Cayman Islands,2078,92.619,,,,,,,
36,Cayman Islands,2079,93.002,,,,,,,
36,Cayman Islands,2080,93.369,,,,,,,
36,Cayman Islands,2081,93.736,,,,,,,
36,Cayman Islands,2082,94.088,,,,,,,
36,Cayman Islands,2083,94.433,,,,,,,
36,Cayman Islands,2084,94.772,,,,,,,
36,Cayman Islands,2085,95.094,,,,,,,
36,Cayman Islands,2086,95.414,,,,,,,
36,Cayman Islands,2087,95.722,,,,,,,
36,Cayman Islands,2088,96.018,,,,,,,
36,Cayman Islands,2089,96.301,,,,,,,
36,Cayman Islands,2090,96.583,,,,,,,
36,Cayman Islands,2091,96.85,,,,,,,
36,Cayman Islands,2092,97.109,,,,,,,
36,Cayman Islands,2093,97.363,,,,,,,
36,Cayman Islands,2094,97.611,,,,,,,
36,Cayman Islands,2095,97.841,,,,,,,
36,Cayman Islands,2096,98.068,,,,,,,
36,Cayman Islands,2097,98.292,,,,,,,
36,Cayman Islands,2098,98.505,,,,,,,
36,Cayman Islands,2099,98.711,,,,,,,
36,Cayman Islands,2100,98.901,,,,,,,
37,Central African Republic,1950,1326.65,,,,,,,
37,Central African Republic,1951,1339.84,,,,,,,
37,Central African Republic,1952,1353.47,,,,,,,
37,Central African Republic,1953,1367.8,,,,,,,
37,Central African Republic,1954,1383.07,,,,,,,
37,Central African Republic,1955,1399.49,,,,,,,
37,Central African Republic,1956,1417.22,,,,,,,
37,Central African Republic,1957,1436.39,,,,,,,
37,Central African Republic,1958,1457.11,,,,,,,
37,Central African Republic,1959,1479.47,,,,,,,
37,Central African Republic,1960,1503.51,,,,,,,
37,Central African Republic,1961,1529.23,,32.6021,1.6913,1464.47,2527780.0,2090880.0,605700.0
37,Central African Republic,1962,1556.66,,32.7444,1.7097,1475.38,2474190.0,2086800.0,614405.0
37,Central African Republic,1963,1585.76,,33.6401,1.7544,1514.28,2475110.0,2055250.0,623692.0
37,Central African Republic,1964,1616.52,,34.7378,1.8136,1564.06,2453280.0,1917710.0,628929.0
37,Central African Republic,1965,1648.83,,36.4796,1.9216,1649.29,2755960.0,1800500.0,705941.0
37,Central African Republic,1966,1682.89,,40.0356,2.1281,1816.23,2484540.0,1930080.0,687943.0
37,Central African Republic,1967,1718.6,,43.7136,2.3232,1983.18,2640210.0,2093860.0,688227.0
37,Central African Republic,1968,1755.34,,47.4651,2.4893,2138.51,2759490.0,2136560.0,688257.0
37,Central African Republic,1969,1792.22,,50.461,2.6087,2256.25,2897290.0,2190000.0,700912.0
37,Central African Republic,1970,1828.71,,53.7726,2.7875,2407.94,2960770.0,2241070.0,693220.0
37,Central African Republic,1971,1864.6,,56.6938,2.9436,2541.22,3065190.0,2309400.0,706970.0
37,Central African Republic,1972,1900.32,,60.6435,3.1249,2707.57,3244530.0,2394870.0,715619.0
37,Central African Republic,1973,1936.84,,63.3632,3.2934,2842.25,3401200.0,2476250.0,722780.0
37,Central African Republic,1974,1975.52,,67.5864,3.5079,3029.17,3397070.0,2743450.0,717288.0
37,Central African Republic,1975,2017.37,,68.5625,3.5598,3069.1,3309520.0,2537020.0,743282.0
37,Central African Republic,1976,2062.41,,71.5222,3.7751,3227.06,3378920.0,2561270.0,758808.0
37,Central African Republic,1977,2110.46,,78.9942,4.0971,3533.06,3410480.0,2521260.0,774470.0
37,Central African Republic,1978,2162.25,,88.8639,4.6338,3985.62,3443920.0,2324610.0,795066.0
37,Central African Republic,1979,2218.57,,116.953,5.914,5168.3,3496040.0,2443390.0,794034.0
37,Central African Republic,1980,2279.82,,126.001,6.4347,5595.65,3481910.0,2434500.0,791140.0
37,Central African Republic,1981,2346.8,,129.47,6.6953,5779.73,3521650.0,2362650.0,806895.0
37,Central African Republic,1982,2418.84,,138.454,7.0959,6153.88,3501880.0,2372870.0,820595.0
37,Central African Republic,1983,2493.14,,156.722,7.9891,6948.22,3273890.0,2054910.0,840513.0
37,Central African Republic,1984,2565.8,,150.823,7.763,6718.47,3099530.0,1855910.0,869959.0
37,Central African Republic,1985,2634.23,,156.125,8.095,6983.75,3001510.0,1698710.0,1105610.0
37,Central African Republic,1986,2696.98,,162.864,8.3878,7258.04,3355150.0,2038700.0,1106120.0
37,Central African Republic,1987,2755.24,,164.231,8.471,7322.54,2948100.0,1824660.0,1087870.0
37,Central African Republic,1988,2812.24,,169.945,8.7552,7572.68,3128090.0,1888860.0,1220690.0
37,Central African Republic,1989,2872.67,,177.721,9.1421,7913.68,3072280.0,1711750.0,1231750.0
37,Central African Republic,1990,2939.78,29770.6,767.827,62.6677,36951.6,3091290.0,1789970.0,1226970.0
37,Central African Republic,1991,3014.62,29770.6,783.136,63.4597,37638.5,3139300.0,1692500.0,1257940.0
37,Central African Republic,1992,3095.81,29770.6,784.415,63.562,37711.3,3180100.0,1643010.0,1251050.0
37,Central African Republic,1993,3181.22,29770.6,785.315,63.6792,37779.9,3233480.0,1600490.0,1255680.0
37,Central African Republic,1994,3267.67,29770.6,790.462,63.9375,38004.5,3253600.0,1828660.0,1229610.0
37,Central African Republic,1995,3352.77,29770.6,795.97,64.2519,38262.7,3413270.0,1935830.0,1233780.0
37,Central African Republic,1996,3435.82,32208.7,774.529,62.2606,37241.7,3648240.0,2136920.0,1235350.0
37,Central African Republic,1997,3517.31,37763.1,782.17,62.7496,37602.8,3926040.0,2209150.0,1252050.0
37,Central African Republic,1998,3597.39,43415.8,858.621,69.5311,41359.7,4076130.0,2236950.0,1255970.0
37,Central African Republic,1999,3676.51,40910.9,769.748,61.2085,36964.6,3926920.0,2276780.0,1242990.0
37,Central African Republic,2000,3754.99,37809.5,883.883,71.4078,42574.8,4016550.0,2277980.0,1241970.0
37,Central African Republic,2001,3832.2,29781.6,863.992,69.0429,41478.8,4092180.0,2352630.0,1251570.0
37,Central African Republic,2002,3907.61,29018.5,747.97,58.2383,35748.6,4065270.0,2294270.0,1250610.0
37,Central African Republic,2003,3981.67,30270.4,1026.3,83.422,49458.8,3973540.0,2308800.0,1249870.0
37,Central African Republic,2004,4055.04,29204.4,863.319,68.3459,41415.1,4111650.0,2412050.0,1241310.0
37,Central African Republic,2005,4127.91,30125.8,942.039,75.1769,45247.3,4232850.0,2467720.0,1239390.0
37,Central African Republic,2006,4201.76,27459.6,915.876,72.4115,43908.4,4273760.0,2541600.0,1229550.0
37,Central African Republic,2007,4275.8,27671.0,956.069,75.2797,45792.2,4440850.0,2791050.0,1227330.0
37,Central African Republic,2008,4345.39,28708.0,1016.23,81.1942,48903.9,4510600.0,2803580.0,1223330.0
37,Central African Republic,2009,4404.23,27675.9,762.186,57.8436,36404.6,4674570.0,2930180.0,1234540.0
37,Central African Republic,2010,4448.52,28071.2,887.012,69.0772,42580.8,4749990.0,2344840.0,1230910.0
37,Central African Republic,2011,4476.15,28130.0,990.292,77.2483,47509.1,4919310.0,2405400.0,1264760.0
37,Central African Republic,2012,4490.42,28322.6,816.064,61.286,38932.9,4965850.0,2397610.0,1326680.0
37,Central African Republic,2013,4499.65,28202.7,879.693,66.8798,42023.1,4765510.0,2463930.0,1272210.0
37,Central African Republic,2014,4515.39,27454.2,839.856,63.1329,40047.3,4337790.0,2417780.0,1190670.0
37,Central African Republic,2015,4546.1,28305.8,874.705,66.0879,41752.2,4266830.0,1874180.0,1195700.0
37,Central African Republic,2016,4594.62,31947.7,970.028,74.4055,46465.4,4394950.0,1964420.0,1206490.0
37,Central African Republic,2017,4659.08,,968.102,74.0837,46359.8,4441430.0,1949220.0,1205690.0
37,Central African Republic,2018,4737.42,,,,,,,
37,Central African Republic,2019,4825.71,,,,,,,
37,Central African Republic,2020,4920.89,,,,,,,
37,Central African Republic,2021,5022.85,,,,,,,
37,Central African Republic,2022,5132.27,,,,,,,
37,Central African Republic,2023,5247.59,,,,,,,
37,Central African Republic,2024,5366.95,,,,,,,
37,Central African Republic,2025,5488.9,,,,,,,
37,Central African Republic,2026,5612.53,,,,,,,
37,Central African Republic,2027,5737.66,,,,,,,
37,Central African Republic,2028,5864.32,,,,,,,
37,Central African Republic,2029,5992.92,,,,,,,
37,Central African Republic,2030,6123.62,,1095.09,79.7507,51660.9,,,
37,Central African Republic,2031,6256.23,,,,,,,
37,Central African Republic,2032,6390.25,,,,,,,
37,Central African Republic,2033,6525.38,,,,,,,
37,Central African Republic,2034,6661.22,,,,,,,
37,Central African Republic,2035,6797.52,,,,,,,
37,Central African Republic,2036,6934.06,,,,,,,
37,Central African Republic,2037,7070.78,,,,,,,
37,Central African Republic,2038,7207.59,,,,,,,
37,Central African Republic,2039,7344.49,,,,,,,
37,Central African Republic,2040,7481.45,,,,,,,
37,Central African Republic,2041,7618.4,,,,,,,
37,Central African Republic,2042,7755.27,,,,,,,
37,Central African Republic,2043,7892.1,,,,,,,
37,Central African Republic,2044,8028.92,,,,,,,
37,Central African Republic,2045,8165.79,,,,,,,
37,Central African Republic,2046,8302.67,,,,,,,
37,Central African Republic,2047,8439.54,,,,,,,
37,Central African Republic,2048,8576.47,,,,,,,
37,Central African Republic,2049,8713.53,,,,,,,
37,Central African Republic,2050,8850.78,,1232.35,87.0998,57912.2,,,
37,Central African Republic,2051,8988.18,,,,,,,
37,Central African Republic,2052,9125.7,,,,,,,
37,Central African Republic,2053,9263.24,,,,,,,
37,Central African Republic,2054,9400.71,,,,,,,
37,Central African Republic,2055,9538.01,,,,,,,
37,Central African Republic,2056,9675.08,,,,,,,
37,Central African Republic,2057,9811.81,,,,,,,
37,Central African Republic,2058,9948.08,,,,,,,
37,Central African Republic,2059,10083.7,,,,,,,
37,Central African Republic,2060,10218.6,,,,,,,
37,Central African Republic,2061,10352.6,,,,,,,
37,Central African Republic,2062,10485.6,,,,,,,
37,Central African Republic,2063,10617.5,,,,,,,
37,Central African Republic,2064,10748.0,,,,,,,
37,Central African Republic,2065,10877.2,,,,,,,
37,Central African Republic,2066,11004.8,,,,,,,
37,Central African Republic,2067,11130.8,,,,,,,
37,Central African Republic,2068,11255.0,,,,,,,
37,Central African Republic,2069,11377.4,,,,,,,
37,Central African Republic,2070,11497.7,,,,,,,
37,Central African Republic,2071,11616.0,,,,,,,
37,Central African Republic,2072,11732.2,,,,,,,
37,Central African Republic,2073,11846.2,,,,,,,
37,Central African Republic,2074,11957.9,,,,,,,
37,Central African Republic,2075,12067.3,,,,,,,
37,Central African Republic,2076,12174.3,,,,,,,
37,Central African Republic,2077,12279.0,,,,,,,
37,Central African Republic,2078,12381.4,,,,,,,
37,Central African Republic,2079,12481.5,,,,,,,
37,Central African Republic,2080,12579.3,,,,,,,
37,Central African Republic,2081,12674.9,,,,,,,
37,Central African Republic,2082,12768.3,,,,,,,
37,Central African Republic,2083,12859.3,,,,,,,
37,Central African Republic,2084,12948.1,,,,,,,
37,Central African Republic,2085,13034.6,,,,,,,
37,Central African Republic,2086,13118.7,,,,,,,
37,Central African Republic,2087,13200.6,,,,,,,
37,Central African Republic,2088,13280.2,,,,,,,
37,Central African Republic,2089,13357.6,,,,,,,
37,Central African Republic,2090,13432.7,,,,,,,
37,Central African Republic,2091,13505.6,,,,,,,
37,Central African Republic,2092,13576.3,,,,,,,
37,Central African Republic,2093,13644.7,,,,,,,
37,Central African Republic,2094,13710.7,,,,,,,
37,Central African Republic,2095,13774.3,,,,,,,
37,Central African Republic,2096,13835.5,,,,,,,
37,Central African Republic,2097,13894.2,,,,,,,
37,Central African Republic,2098,13950.5,,,,,,,
37,Central African Republic,2099,14004.1,,,,,,,
37,Central African Republic,2100,14055.3,,,,,,,
38,Sri Lanka,1950,7971.1,,,,,,,
38,Sri Lanka,1951,8108.43,,,,,,,
38,Sri Lanka,1952,8256.56,,,,,,,
38,Sri Lanka,1953,8417.12,,,,,,,
38,Sri Lanka,1954,8591.03,,,,,,,
38,Sri Lanka,1955,8778.45,,,,,,,
38,Sri Lanka,1956,8978.77,,,,,,,
38,Sri Lanka,1957,9190.66,,,,,,,
38,Sri Lanka,1958,9412.16,,,,,,,
38,Sri Lanka,1959,9640.84,,,,,,,
38,Sri Lanka,1960,9874.48,,,,,,,
38,Sri Lanka,1961,10111.6,,313.31,5.503,9106.15,7487580.0,3846950.0,1667210.0
38,Sri Lanka,1962,10352.2,,311.855,5.7926,9210.77,7934470.0,4034810.0,1624020.0
38,Sri Lanka,1963,10597.5,,338.361,5.8762,9801.36,8151300.0,4170910.0,1801940.0
38,Sri Lanka,1964,10850.0,,374.147,6.4819,10830.0,8622750.0,4113930.0,1822330.0
38,Sri Lanka,1965,11110.8,,363.049,6.6684,10684.1,7563430.0,3865880.0,1667170.0
38,Sri Lanka,1966,11380.7,,347.039,6.3817,10217.5,7690570.0,4125650.0,1988170.0
38,Sri Lanka,1967,11657.7,,336.421,6.198,9910.54,8835280.0,4214160.0,1979930.0
38,Sri Lanka,1968,11937.6,,342.884,6.8247,10336.9,9305440.0,4356300.0,1802860.0
38,Sri Lanka,1969,12215.0,,328.506,6.3934,9835.87,9246800.0,4252290.0,1891280.0
38,Sri Lanka,1970,12485.8,,362.17,6.599,10636.5,9871730.0,4744140.0,2076900.0
38,Sri Lanka,1971,12747.8,,358.098,6.7927,10641.3,9626730.0,4671910.0,2167500.0
38,Sri Lanka,1972,13002.3,,348.067,6.5158,10302.0,9469200.0,4566330.0,2200050.0
38,Sri Lanka,1973,13252.1,,354.665,6.771,10559.1,9374610.0,4801670.0,2468620.0
38,Sri Lanka,1974,13502.0,,386.596,6.9345,11304.8,10842700.0,5455120.0,2471840.0
38,Sri Lanka,1975,13755.2,,352.974,6.1233,10223.4,11337500.0,4951950.0,2641910.0
38,Sri Lanka,1976,14012.8,,368.315,6.8012,10859.5,11370800.0,5053770.0,2696760.0
38,Sri Lanka,1977,14273.3,,389.088,7.4307,11588.0,11400100.0,5295840.0,2607630.0
38,Sri Lanka,1978,14533.4,,391.874,7.9747,11900.1,12385100.0,5344410.0,2807030.0
38,Sri Lanka,1979,14788.6,,390.604,7.952,11861.9,14193400.0,5098340.0,3667630.0
38,Sri Lanka,1980,15035.9,,399.847,8.7037,12404.1,15052600.0,5252940.0,3681380.0
38,Sri Lanka,1981,15273.4,,416.104,8.3877,12596.5,14455600.0,5282440.0,3240030.0
38,Sri Lanka,1982,15502.5,,391.117,8.2766,12022.0,13897400.0,5036450.0,2917490.0
38,Sri Lanka,1983,15726.8,,401.794,8.6252,12407.2,15666600.0,5135910.0,3508940.0
38,Sri Lanka,1984,15951.4,,433.265,9.5413,13491.4,14792200.0,5432650.0,3101150.0
38,Sri Lanka,1985,16179.8,,433.674,9.7248,13584.8,15518600.0,5276740.0,3009230.0
38,Sri Lanka,1986,16412.7,,427.956,9.6292,13420.1,15802600.0,5221920.0,2984530.0
38,Sri Lanka,1987,16647.9,,399.727,9.6182,12822.5,13206300.0,4705930.0,2787900.0
38,Sri Lanka,1988,16882.2,,423.359,9.8493,13425.5,14299700.0,5157770.0,2804330.0
38,Sri Lanka,1989,17110.7,,396.985,9.7294,12817.1,13381600.0,4703210.0,2777750.0
38,Sri Lanka,1990,17329.7,7319.87,427.765,10.9875,14038.6,14497600.0,5123590.0,2768990.0
38,Sri Lanka,1991,17539.6,7319.87,385.624,10.5591,12959.3,13603200.0,4981270.0,2827220.0
38,Sri Lanka,1992,17740.6,7319.87,395.156,11.0258,13374.6,13288700.0,4902420.0,2765760.0
38,Sri Lanka,1993,17928.6,7319.87,404.277,11.6846,13872.1,14110800.0,5122670.0,2746780.0
38,Sri Lanka,1994,18098.3,7319.87,421.164,12.1598,14446.6,15646300.0,5337030.0,3051650.0
38,Sri Lanka,1995,18247.1,7319.87,416.597,11.8207,14193.6,15881100.0,5296400.0,2982140.0
38,Sri Lanka,1996,18372.1,7297.55,361.384,11.3491,12819.9,13792800.0,4574900.0,2953790.0
38,Sri Lanka,1997,18476.5,7244.34,358.866,11.484,12832.1,14174000.0,4635100.0,2903920.0
38,Sri Lanka,1998,18570.7,7289.31,295.204,11.3552,11443.2,14710300.0,4858350.0,2883230.0
38,Sri Lanka,1999,18669.1,7311.39,318.993,12.421,12435.2,15610800.0,5176190.0,2928310.0
38,Sri Lanka,2000,18781.9,7255.69,305.175,12.0391,11972.2,15913800.0,5041720.0,3008030.0
38,Sri Lanka,2001,18913.1,9728.09,289.114,11.9426,11593.9,14971600.0,4796910.0,2962570.0
38,Sri Lanka,2002,19059.3,9829.96,296.938,13.2613,12354.7,15071800.0,4941790.0,2973540.0
38,Sri Lanka,2003,19215.3,9790.43,318.628,11.8474,12155.2,15722000.0,5276080.0,2932010.0
38,Sri Lanka,2004,19372.5,9851.05,281.879,12.2258,11553.2,14629200.0,4477130.0,3153840.0
38,Sri Lanka,2005,19524.6,9860.36,327.425,13.4404,13062.1,16219200.0,5140520.0,3141040.0
38,Sri Lanka,2006,19670.2,4654.14,326.11,13.1244,12908.7,17059800.0,5116760.0,3175300.0
38,Sri Lanka,2007,19810.8,4625.98,308.826,12.4984,12249.3,16384100.0,4831870.0,3252370.0
38,Sri Lanka,2008,19945.8,4638.77,359.401,14.8905,14427.8,18832500.0,5629740.0,3408860.0
38,Sri Lanka,2009,20075.1,4585.22,337.921,13.6152,13379.3,18312500.0,5300780.0,3504610.0
38,Sri Lanka,2010,20198.4,4547.17,371.8,13.3592,13975.3,20181100.0,5737490.0,3484120.0
38,Sri Lanka,2011,20315.0,5777.74,377.994,15.0651,14895.3,19023500.0,5784040.0,3455290.0
38,Sri Lanka,2012,20424.6,6087.32,378.53,13.2532,14064.9,19481700.0,5833540.0,3518460.0
38,Sri Lanka,2013,20527.2,5661.74,397.862,12.0127,13896.4,22432500.0,6212080.0,3662180.0
38,Sri Lanka,2014,20623.6,5782.04,319.829,15.3773,13825.4,19794300.0,5406390.0,3705730.0
38,Sri Lanka,2015,20714.0,5619.17,331.1,15.2301,13995.9,18409300.0,4622000.0,3669200.0
38,Sri Lanka,2016,20798.5,5647.22,314.791,10.5654,11481.4,17418700.0,4572290.0,3702890.0
38,Sri Lanka,2017,20876.9,,290.293,9.846,10629.2,13846700.0,4186940.0,3769400.0
38,Sri Lanka,2018,20950.0,,,,,,,
38,Sri Lanka,2019,21018.9,,,,,,,
38,Sri Lanka,2020,21084.0,,,,,,,
38,Sri Lanka,2021,21146.0,,,,,,,
38,Sri Lanka,2022,21204.5,,,,,,,
38,Sri Lanka,2023,21258.7,,,,,,,
38,Sri Lanka,2024,21307.5,,,,,,,
38,Sri Lanka,2025,21349.9,,,,,,,
38,Sri Lanka,2026,21385.8,,,,,,,
38,Sri Lanka,2027,21415.5,,,,,,,
38,Sri Lanka,2028,21439.7,,,,,,,
38,Sri Lanka,2029,21459.2,,,,,,,
38,Sri Lanka,2030,21474.7,,325.712,20.506,16319.2,,,
38,Sri Lanka,2031,21486.4,,,,,,,
38,Sri Lanka,2032,21494.0,,,,,,,
38,Sri Lanka,2033,21497.5,,,,,,,
38,Sri Lanka,2034,21496.9,,,,,,,
38,Sri Lanka,2035,21491.9,,,,,,,
